13590 21020
2 1617 3097
2 1215 9583
2 10697 917
2 4036 7222
2 8344 1988
2 5412 10171
2 1569 7112
2 836 7247
2 11570 8381
2 2121 7123
2 5712 7696
2 12405 1490
2 11466 7029
2 4602 3983
2 8856 3747
2 8567 13491
2 13260 8514
2 39 8505
2 3208 10431
2 11207 11196
2 9622 11343
2 8158 11857
2 111 9564
2 9047 2146
2 4263 2982
2 4437 10505
2 10664 12683
2 10507 12758
2 2963 7803
2 11687 11908
2 8186 11257
2 4870 6876
2 7276 3929
2 12845 12955
2 790 12502
2 11886 7816
2 7500 9843
2 4855 13165
2 6011 8432
2 6846 1106
2 5872 7930
2 8157 11990
2 10314 7764
2 12808 10138
2 8529 6823
2 8295 11936
2 12790 3334
2 837 2480
2 7118 3878
2 9134 474
2 3470 11112
2 6461 8087
2 8365 1763
2 5663 2114
2 10500 4225
2 13210 498
2 11911 9797
2 4481 7607
2 13250 11996
2 3154 12532
2 13578 10686
2 10090 13524
2 11276 6687
2 8995 1975
2 2231 12219
2 4530 5524
2 5320 12159
2 13271 8892
2 3205 6052
2 8359 7346
2 3670 1365
2 6037 13076
2 4226 6371
2 7349 4942
2 10509 12135
2 1756 1575
2 6423 3995
2 6302 5383
2 6680 12977
2 7183 5539
2 5285 10476
2 7168 11547
2 13393 12671
2 8438 5592
2 3470 13584
2 3724 7351
2 9023 1780
2 4043 6477
2 392 7690
2 102 12581
2 9937 91
2 2018 8739
2 4298 5386
2 92 4345
2 3117 9703
2 6646 2090
2 7679 11837
2 2049 3615
2 1784 12023
2 6205 6790
2 6379 8442
2 4818 2561
2 8961 1888
2 10958 1168
2 1593 9694
2 5020 8695
2 10952 3329
2 4393 11047
2 5401 11208
2 13484 6744
2 9735 12064
2 5457 324
2 2709 13163
2 6918 4502
2 12662 533
2 981 5958
2 6155 1570
2 2315 11932
2 5645 5121
2 5424 2421
2 8444 1404
2 5529 10359
2 6767 7950
2 957 5860
2 11781 7178
2 12866 711
2 2603 3618
2 6129 3696
2 1885 4489
2 7132 12202
2 9392 2135
2 11178 9192
2 814 2600
2 12984 5544
2 965 2799
2 10217 10913
2 8409 1482
2 7503 11036
2 4296 13352
2 137 2340
2 1446 1974
2 13199 682
2 12570 74
2 11538 6525
2 516 805
2 5259 10646
2 12754 11113
2 163 1896
2 5406 3141
2 11696 1189
2 9265 10727
2 3575 10036
2 2481 9841
2 2638 10639
2 12613 9607
2 13427 3968
2 8506 7561
2 9620 8937
2 10794 11887
2 11638 3459
2 11593 4252
2 11451 9679
2 2867 11140
2 63 11610
2 10743 4813
2 12850 5832
2 1841 7368
2 9781 907
2 6937 6364
2 8096 11397
2 2004 10433
2 11452 12334
2 4183 13037
2 8450 1645
2 4393 9393
2 8898 12326
2 7513 9425
2 912 12168
2 7285 7047
2 10316 1948
2 3390 6637
2 5138 9474
2 4784 10654
2 11743 1866
2 3984 2089
2 9397 11965
2 10924 11895
2 6416 10974
2 8999 8101
2 2431 1727
2 7599 4097
2 2784 11321
2 12250 441
2 8485 1592
2 13347 7414
2 11037 10427
2 9419 10021
2 7490 2785
2 7370 8606
2 7329 13246
2 6990 11484
2 6335 9846
2 9873 11338
2 9294 2221
2 8471 5301
2 11973 7196
2 1061 13509
2 3416 2936
2 2015 3179
2 11430 3750
2 10059 4701
2 5513 11341
2 3363 10737
2 3473 7551
2 3557 13204
2 1339 10099
2 149 4407
2 4491 13129
2 3589 5155
2 11594 9892
2 9537 8070
2 9962 9802
2 5068 8790
2 3247 1447
2 7099 9654
2 8421 6607
2 13485 260
2 11883 11610
2 3213 6659
2 2349 5498
2 136 8388
2 12671 4984
2 2322 10347
2 4525 12241
2 7035 6710
2 13136 1814
2 7349 7915
2 1443 6997
2 4187 435
2 4734 6853
2 6425 5824
2 2311 3508
2 2546 1777
2 4889 12822
2 13253 8303
2 2880 2049
2 6043 2961
2 12094 1228
2 3094 11554
2 1950 12894
2 3800 3007
2 9141 8502
2 3686 2559
2 4519 10221
2 2869 4332
2 8150 9827
2 4009 10742
2 2064 3198
2 10138 13104
2 3573 539
2 4965 12450
2 962 408
2 846 8967
2 10004 9636
2 11412 5041
2 7884 6944
2 4863 1441
2 11223 5965
2 10474 4574
2 71 2622
2 8684 9995
2 4233 5785
2 3924 3781
2 12468 1418
2 6086 2259
2 3450 27
2 7205 5146
2 11933 826
2 11867 2045
2 11917 797
2 6957 12832
2 9289 9697
2 241 684
2 874 643
2 7117 2928
2 6087 9175
2 9786 4347
2 1975 8785
2 6651 3871
2 7016 6511
2 560 1924
2 6948 3147
2 5314 6045
2 5761 776
2 603 12509
2 10936 12327
2 9253 13189
2 8251 4780
2 768 9838
2 477 13522
2 776 8779
2 2541 9891
2 12080 710
2 2647 6123
2 13402 11874
2 2033 10420
2 13202 11124
2 3844 1024
2 2831 9982
2 10276 9957
2 8316 5881
2 635 876
2 6526 11874
2 3722 9030
2 6474 9677
2 3339 6223
2 13273 12130
2 5171 3496
2 730 5665
2 11091 9861
2 8459 1044
2 7956 171
2 404 1790
2 3928 10348
2 6390 13070
2 13018 7128
2 1611 8052
2 4150 4383
2 10799 13138
2 12106 13480
2 10135 3619
2 788 9209
2 7857 4184
2 6948 7554
2 11912 4113
2 5979 6940
2 12650 2802
2 7626 8284
2 11144 11834
2 8030 7215
2 7695 4426
2 3672 3572
2 8490 1980
2 4984 8553
2 12798 11308
2 2806 3804
2 11704 11039
2 4211 4688
2 1117 11059
2 12987 10771
2 7588 4892
2 12270 12391
2 2600 7115
2 711 7103
2 9273 4825
2 2185 8868
2 6939 11985
2 8424 12430
2 209 10750
2 5354 4490
2 2412 337
2 11295 9695
2 735 10145
2 5489 12221
2 13445 11465
2 8854 3494
2 8785 5135
2 12106 1068
2 10989 12322
2 4864 2586
2 733 5562
2 8699 13462
2 9092 6628
2 7527 3870
2 10118 7975
2 7499 8242
2 1778 4670
2 2667 8603
2 10487 6270
2 11974 7104
2 5033 3345
2 2834 6660
2 11658 1283
2 2798 7566
2 10379 712
2 10752 11840
2 11267 1473
2 9031 8559
2 2513 2103
2 7123 5267
2 5922 2401
2 3340 3453
2 3046 6762
2 11566 8246
2 12726 10882
2 1926 5770
2 1734 8880
2 2076 9927
2 10901 464
2 5201 13394
2 9895 13035
2 4454 7146
2 7693 1643
2 2885 7925
2 13125 2703
2 8480 4432
2 11808 7920
2 6841 6369
2 9867 5609
2 6039 6158
2 1165 10802
2 6080 6707
2 3179 13219
2 3525 8205
2 11325 1797
2 939 10252
2 5185 7651
2 11829 10863
2 851 6774
2 12516 5239
2 1780 13427
2 10729 4403
2 11546 4416
2 3486 13281
2 7401 2779
2 4865 2983
2 9713 2187
2 5097 5348
2 104 2227
2 4375 5960
2 5316 2960
2 11475 2429
2 8108 9331
2 10984 2482
2 3380 6521
2 8829 2615
2 12166 12725
2 2278 13178
2 3219 3434
2 12991 1267
2 10412 99
2 2758 10010
2 6466 6994
2 13047 7694
2 4482 9110
2 8218 8360
2 4712 3405
2 428 4395
2 1086 10216
2 6852 291
2 5843 888
2 11398 12165
2 278 2378
2 7279 9640
2 2751 11271
2 9451 10307
2 5704 1409
2 1658 10906
2 2737 9105
2 10425 9278
2 7172 13243
2 1156 8007
2 11294 8755
2 13302 13318
2 4431 8318
2 3430 11443
2 5464 8844
2 1523 13333
2 5864 12494
2 12848 12724
2 3529 9946
2 9188 6529
2 10832 17
2 11953 5555
2 8508 13164
2 7082 9178
2 926 154
2 8868 10061
2 2234 12800
2 11036 12039
2 2327 12968
2 2777 3197
2 13272 7017
2 9688 8587
2 6589 1033
2 1680 3743
2 4680 1542
2 7098 5442
2 6971 5245
2 724 8928
2 6647 513
2 7150 12281
2 4945 4578
2 2730 3958
2 6787 9877
2 1257 6431
2 11903 538
2 5654 7908
2 159 4657
2 3685 9360
2 4832 5128
2 11611 2602
2 6993 10318
2 5249 7295
2 11911 694
2 10733 4783
2 13503 7126
2 2639 1193
2 1312 807
2 1064 206
2 3739 12465
2 1394 6373
2 1757 7727
2 8511 10200
2 13095 1232
2 2039 13295
2 5939 12106
2 7282 5973
2 868 8673
2 10932 7667
2 6340 9920
2 5238 11185
2 4884 7209
2 9662 4290
2 10769 7052
2 11368 1108
2 4392 11552
2 8985 6144
2 11050 7668
2 3877 11512
2 11177 6619
2 5599 381
2 4627 4377
2 10730 465
2 10621 2956
2 6672 12381
2 6805 4886
2 1826 12602
2 2695 13076
2 8584 6751
2 1903 10891
2 12698 3550
2 5486 7855
2 10021 8626
2 1343 11663
2 1679 13441
2 7350 8595
2 5186 2906
2 10497 6646
2 3909 6505
2 13262 6881
2 2416 7892
2 6325 4696
2 8590 12895
2 10054 12670
2 9001 2591
2 8657 291
2 4138 171
2 5241 818
2 6537 9366
2 7878 11060
2 8670 5725
2 1249 3768
2 7657 12437
2 13111 4695
2 13187 8475
2 10731 5043
2 2249 11239
2 10923 9537
2 4290 1879
2 11613 3524
2 5607 6668
2 1799 11071
2 4104 909
2 5892 1949
2 6971 4763
2 10240 11530
2 10512 6279
2 5340 2705
2 10710 1424
2 9763 6659
2 1781 4600
2 3489 11011
2 13339 12922
2 11290 10470
2 1581 7263
2 7017 10285
2 10550 9226
2 10111 2780
2 6961 673
2 9675 3481
2 9514 5775
2 8088 2916
2 9569 80
2 6192 6929
2 6160 13221
2 13577 8747
2 10252 8641
2 13440 1019
2 4141 2206
2 10406 5924
2 7971 4465
2 2961 2648
2 11084 9116
2 5696 8853
2 5336 9522
2 11510 5034
2 4687 7138
2 6132 1141
2 4993 9683
2 736 4543
2 7469 8150
2 5800 3864
2 7898 8609
2 370 5297
2 10358 6123
2 4860 11758
2 10951 9798
2 12227 9900
2 7462 5215
2 6420 3025
2 1197 5082
2 1851 11345
2 7339 7592
2 3469 109
2 8656 4380
2 3955 12990
2 12194 4348
2 2321 4063
2 6929 12793
2 8054 5129
2 292 487
2 8029 10681
2 9541 2812
2 10716 8546
2 4792 5045
2 3647 10860
2 2832 3131
2 12308 12520
2 1935 8121
2 6221 3608
2 2969 11055
2 11957 12884
2 5946 3468
2 5916 12393
2 1697 9799
2 304 7226
2 959 1166
2 7902 3660
2 11584 9809
2 7407 4228
2 4468 4832
2 9138 9956
2 45 11917
2 13314 12522
2 1760 10856
2 10662 8396
2 6633 8077
2 9723 7575
2 200 12942
2 3986 7927
2 3233 4611
2 521 3808
2 11306 11836
2 1000 3421
2 7953 11319
2 2122 5258
2 11596 9012
2 553 8840
2 3312 1187
2 4749 8742
2 11103 11435
2 8718 11894
2 13178 6173
2 9949 13549
2 6580 4225
2 8132 12771
2 13428 185
2 13486 5927
2 271 1872
2 2700 735
2 13324 815
2 11061 13484
2 8470 5067
2 3013 4048
2 4998 6156
2 5888 10372
2 1962 4306
2 12992 2454
2 2165 4585
2 6629 12845
2 8521 8095
2 11791 3079
2 6510 5673
2 4472 1992
2 8076 316
2 6803 7047
2 7923 3465
2 2544 7460
2 10783 523
2 1089 11093
2 10492 127
2 7831 14
2 2887 12976
2 2679 10521
2 10238 8100
2 372 11360
2 6052 3714
2 10500 12456
2 4324 797
2 2745 111
2 6271 9624
2 8565 7507
2 10329 5543
2 5634 9177
2 7001 3915
2 7465 9459
2 7230 1358
2 9938 12550
2 8282 7085
2 7440 20
2 1776 5977
2 5886 1588
2 9868 1003
2 6550 5644
2 5304 11621
2 12498 11970
2 11896 10858
2 12065 3416
2 7609 5262
2 1523 5696
2 8564 871
2 9683 3282
2 1401 10274
2 10026 11683
2 5377 11233
2 6138 823
2 8752 3998
2 12663 9035
2 9431 1228
2 5162 4709
2 6176 4049
2 4076 956
2 4117 4132
2 8032 2620
2 12443 442
2 2808 4809
2 6181 2636
2 2031 1319
2 5803 8034
2 2933 5992
2 7062 7056
2 1804 670
2 8261 12018
2 119 9204
2 8217 5136
2 4714 7926
2 13466 2100
2 10557 9219
2 12330 12759
2 11776 757
2 5328 5166
2 7337 8081
2 2241 8435
2 13199 4617
2 6780 9184
2 2510 9901
2 11597 6191
2 4987 12660
2 3626 12862
2 12979 8115
2 8115 11561
2 3501 7544
2 9557 10494
2 4279 8365
2 9897 11245
2 9519 6827
2 6149 13228
2 4199 6947
2 2594 5972
2 12003 3437
2 7662 937
2 6822 10140
2 690 9958
2 212 6208
2 883 11079
2 11913 578
2 10194 7154
2 145 8773
2 13083 1531
2 3749 10302
2 6218 1563
2 10360 11548
2 5261 11884
2 9614 11473
2 1190 2505
2 4864 11463
2 9259 13368
2 1886 6050
2 9487 3120
2 10096 7635
2 9979 2371
2 3058 11173
2 3015 8452
2 7038 1771
2 2174 9942
2 1807 4603
2 4223 2773
2 273 9403
2 3529 10119
2 12571 6456
2 6518 3241
2 4728 1128
2 11674 7320
2 4703 12942
2 8090 9179
2 5681 3081
2 7885 7990
2 5623 12662
2 2061 12916
2 6325 3183
2 5535 11719
2 961 12389
2 9002 3001
2 498 6718
2 3456 1014
2 1715 2646
2 5180 8510
2 8793 3641
2 5118 8209
2 9199 12713
2 4330 9794
2 11746 11608
2 11549 11426
2 9608 13123
2 3937 759
2 5645 12938
2 9930 6832
2 11034 12569
2 11882 635
2 7010 6068
2 4208 7031
2 504 2580
2 9738 7784
2 12244 12950
2 5881 12393
2 4895 4639
2 9321 5842
2 11335 4321
2 10250 9482
2 8098 12559
2 8786 1703
2 4230 10968
2 9960 11150
2 4251 8480
2 7839 5716
2 3326 12404
2 13012 9281
2 6678 3558
2 9810 2803
2 8460 5626
2 13197 1246
2 12053 8045
2 10147 12783
2 7383 2417
2 1441 9262
2 7149 5783
2 10260 266
2 13276 3574
2 4957 12069
2 4976 896
2 1229 11080
2 10475 9857
2 4084 389
2 7543 6899
2 9627 12716
2 5381 3576
2 10142 1856
2 4932 2732
2 7971 11433
2 2402 2668
2 2342 6666
2 12999 7248
2 11663 12395
2 5675 7544
2 11364 11940
2 9903 3782
2 10902 4606
2 1158 3444
2 164 3326
2 9975 11869
2 7221 777
2 9189 4711
2 2753 11825
2 8200 12629
2 5037 5367
2 12952 10018
2 8950 354
2 11465 3552
2 11947 5242
2 9478 8826
2 12744 10921
2 11582 7743
2 3517 11019
2 8158 6481
2 10204 6357
2 5067 8863
2 8469 5927
2 12261 11148
2 603 6508
2 3992 3712
2 13255 8363
2 7344 9539
2 13147 8395
2 5872 5413
2 10622 11010
2 11568 11690
2 5426 7053
2 5086 6315
2 9892 4787
2 10886 10308
2 12571 6496
2 3692 13456
2 1990 1565
2 6225 4452
2 1139 10430
2 6536 7345
2 11172 6863
2 332 5947
2 11181 12796
2 9743 6880
2 5406 4982
2 11986 7308
2 12452 2467
2 4137 1161
2 13237 6667
2 4062 3594
2 4517 3222
2 12272 1547
2 6790 6886
2 7849 10412
2 6479 6265
2 12805 12903
2 5332 11136
2 9075 4892
2 6837 7750
2 7365 11576
2 3580 4891
2 4697 5888
2 6715 2808
2 10313 6418
2 9824 6779
2 152 4142
2 9551 8942
2 3778 2897
2 4654 13426
2 6461 8501
2 2974 6222
2 10143 181
2 9698 10406
2 9624 10668
2 200 7470
2 8066 10880
2 12636 3874
2 7015 9408
2 3650 9291
2 4240 1890
2 5199 6624
2 9625 8425
2 11576 250
2 6907 10481
2 12967 13370
2 7803 897
2 5116 13293
2 75 677
2 911 12048
2 6260 13088
2 9294 13058
2 9306 4618
2 653 5629
2 12410 802
2 3427 5021
2 2721 1818
2 129 9551
2 12472 11497
2 849 3253
2 13103 8604
2 1608 11631
2 466 1471
2 6566 4647
2 4702 12235
2 12586 2081
2 10604 12548
2 3429 8214
2 5436 1752
2 10554 12081
2 758 11241
2 955 1792
2 11879 4850
2 7701 8562
2 734 6858
2 4857 4753
2 52 6658
2 217 5607
2 11133 10893
2 11734 13286
2 7425 9653
2 5275 6761
2 9117 6366
2 4317 3809
2 6453 2319
2 5110 12461
2 9248 8174
2 6895 3152
2 8326 6255
2 1084 8300
2 2036 2890
2 8155 5435
2 8571 10904
2 4921 956
2 424 4023
2 12042 7598
2 6353 6338
2 12859 9635
2 3537 3324
2 3827 8267
2 7793 9913
2 7092 4058
2 8650 10161
2 8879 652
2 4178 6
2 8073 9933
2 8111 9275
2 1864 4697
2 13402 8441
2 2515 2931
2 124 8334
2 11687 11626
2 1210 5217
2 6402 9673
2 12499 8168
2 2922 3386
2 7828 4741
2 7913 6606
2 7006 2296
2 10936 13216
2 1344 8847
2 3322 9452
2 7146 4299
2 4290 9676
2 6228 12760
2 13150 11229
2 8035 6141
2 476 7184
2 7747 9783
2 2298 1577
2 7612 941
2 10331 2504
2 7985 4396
2 11966 12661
2 4843 10507
2 7834 4620
2 568 4179
2 6899 1010
2 2437 12527
2 10778 3964
2 13359 7909
2 5333 3525
2 7055 380
2 1934 10502
2 1483 9117
2 11705 6552
2 2131 5807
2 613 8734
2 2579 1569
2 8931 4644
2 5811 4945
2 8624 2652
2 9191 5187
2 1172 8441
2 3700 9361
2 8525 3643
2 5403 9269
2 6141 1643
2 11519 5442
2 1528 3912
2 11410 13077
2 7280 4444
2 4322 5243
2 7217 10144
2 11967 11876
2 3728 3016
2 4834 4669
2 13535 11545
2 13564 8404
2 3421 11379
2 6597 2210
2 3213 6342
2 913 10818
2 2715 8932
2 1655 4221
2 491 7581
2 10444 3666
2 100 6570
2 2921 3443
2 6446 12515
2 1536 10603
2 2856 12254
2 714 11252
2 1538 10883
2 6755 11553
2 397 2760
2 1881 6858
2 6685 12907
2 12899 5929
2 5601 10714
2 6220 12477
2 11324 10853
2 10990 2219
2 554 4365
2 3600 1291
2 6378 5173
2 10943 6101
2 8910 3760
2 6180 881
2 5229 10749
2 3146 5795
2 284 501
2 12191 1038
2 1890 13333
2 12549 8541
2 575 12158
2 4439 8977
2 5137 8453
2 6875 1179
2 5955 8163
2 8724 6344
2 1407 4216
2 12104 9832
2 6156 6927
2 485 8792
2 4984 2133
2 7811 4775
2 9179 2311
2 2464 4611
2 1252 11583
2 7634 3307
2 6290 9799
2 4629 1289
2 6290 9594
2 7647 70
2 11649 522
2 11422 10060
2 12637 2067
2 11143 11287
2 8659 5310
2 6708 13282
2 11847 8383
2 1341 3880
2 6060 7698
2 3176 4967
2 3950 11967
2 1421 6375
2 12073 8780
2 5910 1641
2 9612 1979
2 4387 5277
2 9491 1585
2 4246 7899
2 5924 10166
2 5463 13348
2 2541 11981
2 391 6576
2 12401 2443
2 4746 6194
2 9072 9605
2 2285 12866
2 9013 8061
2 6189 8766
2 6304 1491
2 3148 9931
2 9108 12710
2 4672 3089
2 9160 3681
2 1260 16
2 6381 1408
2 11095 3533
2 2618 8974
2 7061 13031
2 6677 13361
2 5454 10832
2 4197 9110
2 1018 372
2 709 9011
2 7341 8328
2 3081 3284
2 7233 5452
2 4198 2245
2 906 10057
2 2904 11006
2 843 2160
2 220 11677
2 2202 1206
2 3586 636
2 9271 12536
2 4023 4424
2 10632 7642
2 11459 6358
2 13341 11299
2 945 2309
2 3336 9399
2 3703 10702
2 3550 9868
2 6312 1203
2 10243 2443
2 78 2209
2 1153 5073
2 13132 5584
2 13190 9656
2 202 10100
2 6184 1468
2 3616 12346
2 5616 12666
2 5693 12743
2 11640 7107
2 5380 3108
2 5140 2989
2 3930 7645
2 9278 1864
2 2377 10645
2 11453 12818
2 9810 4381
2 6721 5466
2 99 286
2 3463 9698
2 1181 6726
2 9478 4935
2 7271 8355
2 2438 9028
2 1023 11935
2 10440 2131
2 9289 2494
2 2563 7814
2 7514 12046
2 1290 3383
2 1494 13194
2 4583 11417
2 8487 11349
2 12959 274
2 3161 5763
2 8783 4955
2 6791 6652
2 11289 12192
2 13071 11555
2 13271 12900
2 11588 299
2 11855 2364
2 8074 12204
2 3500 5026
2 13077 9801
2 8507 3154
2 5440 10469
2 2659 2288
2 7004 9956
2 12034 11501
2 11747 1238
2 8353 5235
2 7606 4418
2 1755 10813
2 6550 4090
2 13201 5573
2 7685 7745
2 12150 7031
2 4444 8069
2 785 6093
2 9130 3242
2 502 11426
2 12325 2394
2 4119 12451
2 2012 1169
2 1333 12949
2 7844 5713
2 8350 1324
2 8202 6747
2 4859 2153
2 2980 7098
2 5744 6730
2 13436 9182
2 12182 41
2 470 8764
2 10950 8175
2 7304 7777
2 12923 8603
2 9 8783
2 11619 3266
2 12741 1526
2 6405 4386
2 13350 10024
2 2033 12535
2 1554 12590
2 8955 5135
2 2102 13461
2 12730 8429
2 7569 11556
2 3689 4512
2 718 1145
2 6922 3371
2 10915 7659
2 11805 11824
2 2927 2002
2 1690 6860
2 12889 3652
2 12837 1832
2 7433 4584
2 972 8991
2 3368 7474
2 632 2074
2 4257 1127
2 8939 2293
2 6105 4337
2 11120 4167
2 7895 10804
2 382 1735
2 7579 11681
2 3966 11012
2 6575 6367
2 7781 2394
2 9753 4974
2 3018 2934
2 5010 8067
2 305 11160
2 9755 5268
2 817 11963
2 7612 228
2 600 189
2 4906 2690
2 2582 8430
2 2052 13320
2 5341 11026
2 2101 9159
2 1031 2905
2 838 11071
2 9357 9396
2 3136 7036
2 5026 232
2 3032 5482
2 10073 11641
2 12020 9121
2 8509 2266
2 1656 5335
2 6520 2734
2 9875 2076
2 147 12685
2 382 9999
2 12397 9806
2 1561 10685
2 8845 5123
2 10884 11414
2 1174 6412
2 5787 3442
2 4161 8534
2 8753 4724
2 9428 10286
2 13189 13172
2 7731 4459
2 339 8708
2 3545 6009
2 2740 11898
2 13182 6774
2 12155 2112
2 11085 1737
2 2439 12554
2 1549 6592
2 7362 11040
2 5595 6060
2 11658 13209
2 7964 9997
2 6241 35
2 12337 1486
2 3599 9212
2 13482 4445
2 11931 8610
2 13329 12693
2 5690 1661
2 10692 4422
2 12462 10734
2 5074 8799
2 3711 6856
2 1819 2075
2 2296 7991
2 2835 13157
2 4638 7114
2 4734 490
2 9114 12688
2 7112 10582
2 10135 10633
2 11919 7485
2 12652 8104
2 3295 4147
2 734 8089
2 9864 6304
2 6663 8902
2 7318 2986
2 6147 1495
2 5212 7414
2 1960 6039
2 6426 6277
2 11578 9
2 7096 13
2 9780 9709
2 9852 10182
2 13469 5992
2 9359 11768
2 9612 13363
2 3916 1872
2 1400 12100
2 9217 380
2 1272 121
2 10661 680
2 4156 9132
2 536 12780
2 7682 8159
2 2078 3039
2 11375 2834
2 2452 11131
2 9319 2182
2 11467 417
2 6136 267
2 4413 9019
2 11739 1564
2 6137 12018
2 12370 13577
2 5793 4679
2 3276 13099
2 12925 9077
2 5060 1844
2 5865 13388
2 9748 9160
2 9665 4646
2 2100 9733
2 6759 11645
2 4943 9305
2 8358 3895
2 7917 8039
2 12124 10650
2 4830 6772
2 12710 39
2 7248 3433
2 5745 12200
2 5475 7430
2 11570 6263
2 12917 6252
2 13533 3511
2 11829 11655
2 5530 10731
2 7853 1923
2 5316 3691
2 4942 7456
2 6717 10837
2 1556 11464
2 6225 7961
2 11416 10840
2 3964 8202
2 2281 3808
2 7319 1723
2 9401 1338
2 10046 4004
2 6366 6829
2 1188 8142
2 11321 11751
2 1900 12471
2 5312 11696
2 3113 10118
2 10093 5390
2 4614 8309
2 3293 11984
2 3514 1314
2 8703 3290
2 11360 13079
2 5149 1879
2 9283 1069
2 909 2433
2 11315 26
2 9458 6321
2 8083 9190
2 9806 7103
2 699 257
2 9256 3593
2 11142 11724
2 8867 4172
2 12569 609
2 9133 4112
2 9163 1062
2 10690 1695
2 5049 1240
2 7348 10550
2 10670 138
2 4513 4761
2 4902 1
2 588 6964
2 9181 12930
2 3538 2739
2 9492 10607
2 11684 12336
2 3562 6723
2 142 6345
2 11179 7577
2 5871 8679
2 3201 9777
2 1737 3561
2 5725 10300
2 13343 609
2 7962 4736
2 13507 1573
2 10888 4794
2 6187 8223
2 9748 12903
2 12352 2739
2 10081 8210
2 2495 11403
2 6379 12279
2 12602 1102
2 7386 7549
2 500 6938
2 9576 7255
2 9895 8623
2 8942 282
2 529 6998
2 11587 12915
2 5108 2250
2 11581 9943
2 12502 12561
2 2473 12619
2 8849 3127
2 8983 6437
2 841 360
2 7534 4469
2 5839 2348
2 3303 9481
2 13467 11909
2 10283 3688
2 11056 9137
2 6019 12953
2 2542 1579
2 4844 6934
2 10342 5983
2 9728 8283
2 6534 6359
2 2754 7065
2 9400 4664
2 6602 13463
2 11749 13509
2 4166 11803
2 12865 11764
2 10218 658
2 2380 5445
2 11773 13122
2 183 5244
2 1970 6130
2 13455 7181
2 12100 4227
2 5965 2954
2 7705 5856
2 1545 4816
2 6617 10202
2 10636 3689
2 6688 6710
2 8709 9867
2 10149 5953
2 1275 11718
2 1625 8519
2 11775 2514
2 13338 10468
2 10892 6205
2 7852 1200
2 9476 11125
2 4341 12474
2 8137 10325
2 5159 1112
2 8542 7948
2 4064 1738
2 10515 2434
2 1395 7300
2 7844 7873
2 6541 11648
2 8408 5458
2 9270 8194
2 3671 9589
2 12508 13085
2 6068 12810
2 6345 384
2 6195 2320
2 103 1551
2 11344 2365
2 1345 12867
2 3098 5307
2 10993 6290
2 2514 6497
2 2281 4651
2 754 6258
2 6451 10405
2 7255 6699
2 11523 2512
2 403 6869
2 1300 855
2 12113 2749
2 6384 9947
2 5987 4121
2 923 562
2 5236 6506
2 7357 7332
2 11569 8528
2 3721 1588
2 2475 4810
2 4446 6292
2 2164 10333
2 3270 7053
2 882 10346
2 855 9500
2 13176 5529
2 6720 86
2 2205 8654
2 11480 12312
2 2026 3506
2 9567 2043
2 8483 8338
2 9088 10203
2 1623 1141
2 4469 8714
2 9742 1821
2 7005 11675
2 590 12935
2 9084 11002
2 13391 11357
2 12400 7004
2 477 4956
2 1132 4951
2 1548 4732
2 8039 9754
2 3334 12853
2 6540 3808
2 5088 11709
2 742 1311
2 268 11927
2 4553 2613
2 13180 9932
2 2953 3959
2 12076 4786
2 8382 9886
2 2253 10127
2 11242 403
2 4624 4421
2 12997 10146
2 5997 7144
2 13206 5735
2 1256 842
2 9719 5322
2 11029 5484
2 9124 9929
2 676 1972
2 12741 5943
2 4239 3200
2 5915 3954
2 4470 8283
2 10051 12834
2 6254 4073
2 11076 5572
2 12146 10852
2 3286 3348
2 11975 4985
2 2014 7468
2 2712 1627
2 3275 6907
2 4264 11459
2 8330 3925
2 9155 4002
2 5228 7214
2 10145 5521
2 10976 8838
2 7240 5274
2 6395 6079
2 8711 11944
2 9319 4811
2 8479 6078
2 12630 6371
2 5159 1366
2 3771 12423
2 312 12434
2 6643 11413
2 999 4295
2 4557 4505
2 6959 8417
2 1798 10912
2 7969 12439
2 5818 2590
2 1029 799
2 2674 1823
2 7067 6438
2 463 4229
2 6326 1358
2 6891 11484
2 1846 11054
2 7835 9720
2 3085 9006
2 12940 2383
2 8111 4850
2 5664 5221
2 13069 2354
2 12560 12864
2 5696 12805
2 8575 10217
2 131 1594
2 798 6796
2 3758 11783
2 2377 7636
2 563 1265
2 6536 10053
2 12098 10355
2 12621 9924
2 10327 7371
2 4693 4903
2 9807 2359
2 4426 1366
2 6303 11184
2 7008 4718
2 3890 1991
2 8021 3173
2 7101 5976
2 614 13332
2 8266 10873
2 9155 5654
2 10328 2065
2 11192 6903
2 1296 1529
2 5128 640
2 10458 3863
2 12707 2226
2 786 12501
2 650 7648
2 10644 13172
2 7334 10355
2 1999 12557
2 5534 2368
2 3022 11161
2 2935 6648
2 594 7292
2 2972 8925
2 2168 7026
2 4216 2140
2 7495 7278
2 4287 11781
2 5110 1425
2 2507 3799
2 4259 5244
2 3631 8818
2 5759 7326
2 8792 8103
2 191 10399
2 9422 9344
2 2075 12055
2 6477 5844
2 9676 7874
2 1299 1854
2 12650 11604
2 3240 11637
2 12595 8557
2 4353 12599
2 916 13346
2 2727 156
2 13234 10353
2 1280 2553
2 6999 13116
2 4759 11295
2 335 8496
2 660 12065
2 10713 7335
2 2483 7093
2 11317 10837
2 9480 5014
2 1999 3070
2 10478 10846
2 11004 7013
2 1436 4112
2 10256 9926
