14592 22268
2 14290 387
2 12010 13435
2 364 4440
2 7077 14400
2 6600 5750
2 4632 14097
2 6139 8105
2 8860 8774
2 2034 12542
2 12127 278
2 11097 11638
2 11366 6030
2 3909 9862
2 3934 10618
2 9756 9160
2 3432 7121
2 6344 3935
2 13483 7986
2 2420 13508
2 8694 13841
2 9969 7776
2 1248 3581
2 4381 12884
2 5744 9455
2 9734 7684
2 2919 10265
2 217 6207
2 13603 1697
2 12362 7731
2 2301 5455
2 5913 11709
2 9405 7823
2 13123 10773
2 4191 6423
2 8210 7093
2 8707 6154
2 2014 12679
2 4174 4529
2 13192 3035
2 14029 6692
2 11300 5180
2 2630 7660
2 4088 4877
2 12993 10467
2 11938 6419
2 5493 8125
2 6255 2922
2 10133 7017
2 6915 2153
2 1906 2057
2 12251 2855
2 7926 11914
2 9820 13437
2 4375 1170
2 2720 8742
2 533 12490
2 9655 6288
2 2582 2810
2 2798 14344
2 13610 8421
2 13760 1431
2 5850 13195
2 13347 11851
2 1647 14352
2 7952 1068
2 8013 12203
2 5022 2685
2 1961 12643
2 1494 11526
2 13640 2756
2 14250 9083
2 9267 9932
2 7377 3447
2 11673 3851
2 10964 2795
2 6639 5915
2 4323 1469
2 6791 10345
2 3751 10538
2 14203 7016
2 10611 3809
2 8380 7594
2 5543 13331
2 13382 6139
2 6722 8050
2 7371 12206
2 1224 8062
2 13603 781
2 9267 10167
2 8809 8609
2 5641 11771
2 10510 13720
2 8918 7237
2 1083 1703
2 8613 9269
2 612 6836
2 3468 1316
2 13196 7610
2 5611 9272
2 410 1922
2 8715 13062
2 12534 3118
2 9483 2227
2 2353 9132
2 9496 2861
2 11028 13697
2 7282 3014
2 5177 5416
2 11226 6980
2 6130 11163
2 14195 3912
2 8342 5528
2 10400 12801
2 6531 1177
2 2706 9597
2 12434 3597
2 1207 13539
2 3825 7127
2 3037 6053
2 10849 9470
2 12916 6578
2 5223 9418
2 9242 13907
2 14095 12608
2 9259 9491
2 4793 2711
2 3945 12261
2 2763 14382
2 12631 3765
2 14293 7152
2 9059 3573
2 8987 11496
2 11600 5409
2 717 13686
2 329 9406
2 12377 9816
2 4198 4088
2 7765 53
2 10712 10898
2 6489 1935
2 3231 7884
2 7472 343
2 12526 1535
2 4596 8315
2 2513 3913
2 1107 9217
2 8662 12000
2 2723 6564
2 290 4613
2 4267 984
2 2283 7147
2 2071 9552
2 10562 2499
2 11334 6086
2 11746 7877
2 2778 1155
2 12795 12584
2 7059 9733
2 11037 10505
2 1435 14528
2 10655 3300
2 2539 11264
2 7814 11957
2 784 3713
2 7076 7536
2 6225 3197
2 6797 6964
2 5584 4449
2 13617 10804
2 11207 8676
2 4607 10649
2 5494 14403
2 12835 13640
2 2401 2246
2 1919 5380
2 9910 6966
2 10650 1332
2 14029 13615
2 14474 1594
2 4956 3686
2 8779 3964
2 7569 14579
2 10300 5337
2 10796 4027
2 13521 14547
2 11347 9712
2 7958 3645
2 5754 6639
2 7335 64
2 12291 2110
2 8677 14337
2 13327 1349
2 10807 3163
2 13209 8494
2 514 13545
2 8439 8700
2 3993 5576
2 5162 6231
2 10469 3956
2 472 10777
2 9207 3794
2 970 12251
2 8020 12276
2 6739 7586
2 614 4969
2 3316 8930
2 7423 7226
2 13523 3279
2 6273 5471
2 14570 13644
2 12466 11142
2 12995 7467
2 11702 12688
2 5954 2329
2 13539 14570
2 13946 10955
2 9042 5809
2 4375 6545
2 4675 10805
2 12320 1053
2 9392 13177
2 13741 12502
2 1129 8358
2 7313 7189
2 4963 13778
2 14545 12223
2 11213 8523
2 2212 11313
2 7553 8698
2 8437 6690
2 8253 4438
2 5309 1319
2 3731 14067
2 5939 2086
2 2242 2978
2 558 4265
2 11688 10026
2 14404 2403
2 8946 1175
2 2735 7166
2 13280 6427
2 12297 11632
2 5196 9671
2 2661 10772
2 9997 1695
2 7319 11573
2 10108 13586
2 9026 1104
2 6646 7418
2 9801 8992
2 14250 8618
2 3008 3356
2 4048 3972
2 8194 12850
2 12800 10162
2 8213 7019
2 8458 13903
2 5158 10573
2 1598 8162
2 11079 2825
2 5600 874
2 12516 11978
2 13027 8454
2 4174 11540
2 14418 8859
2 7882 2652
2 3894 13665
2 2301 3821
2 11405 11724
2 844 1946
2 762 2725
2 6889 5777
2 9536 156
2 9320 14345
2 9678 1809
2 1100 1611
2 5172 4847
2 12437 5474
2 14317 13675
2 5633 4461
2 11683 4056
2 8723 11251
2 5364 337
2 8048 6236
2 1627 4953
2 2099 10905
2 10806 3379
2 2571 10025
2 3024 7901
2 164 10288
2 2835 4153
2 8289 14339
2 13348 8587
2 8548 13242
2 1013 4150
2 14290 7947
2 11738 7419
2 12320 3922
2 10079 7266
2 12088 11790
2 6646 6990
2 13594 1159
2 8480 7951
2 10073 7808
2 2658 177
2 131 13614
2 12116 12121
2 2228 4389
2 5245 6794
2 8863 1541
2 10968 4273
2 10559 791
2 6270 7253
2 9422 336
2 11106 4466
2 6374 9461
2 7857 2870
2 14554 420
2 1476 11808
2 13758 6975
2 5898 5755
2 1742 3647
2 13127 12939
2 4008 12913
2 13763 3488
2 12272 9039
2 9253 3051
2 2751 4596
2 6690 4772
2 3439 10644
2 13289 4989
2 14397 2522
2 9286 1354
2 12838 5971
2 1876 9515
2 2248 11822
2 1563 12824
2 2872 6492
2 2209 9494
2 1238 11042
2 13201 9674
2 7477 615
2 10476 2254
2 10172 11192
2 2507 6160
2 6858 8996
2 12790 4935
2 7381 11574
2 261 1957
2 856 13113
2 6453 1386
2 9322 1444
2 9128 11337
2 13794 7122
2 3361 9406
2 12524 13171
2 5077 7674
2 11402 750
2 4693 4526
2 10113 5444
2 14337 3567
2 13505 12468
2 3045 7613
2 13309 1916
2 1132 5095
2 628 5973
2 1345 13838
2 14216 7196
2 1957 4660
2 8718 4177
2 11773 2757
2 9335 13047
2 539 1053
2 10628 7042
2 1625 5963
2 8477 2674
2 9978 11659
2 9288 10099
2 2664 3469
2 14103 3020
2 566 6520
2 8025 2875
2 10406 12352
2 9629 7292
2 4535 2484
2 7582 6076
2 11557 9219
2 8525 3199
2 6936 3303
2 13082 3464
2 13037 264
2 13062 1322
2 12548 12365
2 11146 8037
2 8553 3008
2 12421 12565
2 3107 4896
2 6353 12731
2 9682 4917
2 9994 10463
2 6030 980
2 479 13512
2 9710 859
2 4339 13374
2 5335 4899
2 7086 8065
2 8606 4141
2 5489 9001
2 1530 2929
2 12454 8100
2 9455 11855
2 10826 9344
2 13359 6488
2 11684 4166
2 6660 6431
2 5908 12349
2 11708 8016
2 11210 5801
2 13190 8807
2 1975 4881
2 11000 5760
2 9292 239
2 4202 7786
2 6874 14287
2 6741 13712
2 12853 2739
2 7007 1667
2 14240 2338
2 14278 12503
2 9413 10657
2 4254 2779
2 7373 6825
2 1908 7207
2 1714 5370
2 8489 8537
2 2147 2891
2 13390 8960
2 10635 5664
2 12467 9346
2 4584 12292
2 14393 10057
2 14215 4836
2 4941 6688
2 12283 13431
2 7356 13492
2 888 6354
2 12074 2262
2 572 14185
2 14370 12754
2 5522 13852
2 9375 11728
2 9657 14382
2 1188 10895
2 8366 7251
2 4906 14203
2 5702 5266
2 6283 5617
2 5060 5308
2 14068 206
2 10603 5426
2 3467 7628
2 6100 8482
2 3053 12098
2 4703 10956
2 8456 2458
2 7455 7285
2 11412 7952
2 5691 8241
2 4007 6635
2 2759 5902
2 7883 9353
2 490 4757
2 3063 1086
2 12159 4457
2 8641 1651
2 13925 10562
2 13433 4020
2 1267 8840
2 3126 4040
2 4121 9931
2 6748 14290
2 2202 3024
2 8985 8107
2 11808 11829
2 11361 325
2 11803 3448
2 4992 11112
2 654 4215
2 6898 4741
2 5454 2162
2 3707 5611
2 1274 12577
2 7296 13297
2 13218 11748
2 7010 14589
2 2057 10061
2 2181 1505
2 10055 5905
2 12654 6146
2 6166 983
2 716 8605
2 11054 2173
2 3724 3698
2 12854 6449
2 1462 8211
2 6850 10422
2 1484 6007
2 2273 3916
2 8756 11149
2 4309 5245
2 13869 12198
2 8421 7745
2 6711 4388
2 4308 1363
2 12038 10387
2 9054 1018
2 8660 8521
2 5705 8160
2 5034 9929
2 5552 3857
2 14062 7762
2 11267 11142
2 3765 2342
2 12614 2
2 5016 4103
2 12854 9911
2 2995 1283
2 11032 4711
2 13253 86
2 1046 4740
2 1087 1661
2 8538 6780
2 12156 8000
2 6210 4100
2 23 11443
2 522 3743
2 10290 14122
2 6697 8912
2 932 966
2 9508 13636
2 893 1312
2 6303 1743
2 4396 8290
2 2496 2217
2 793 4359
2 2368 1010
2 1132 13420
2 3846 3155
2 5462 8740
2 13625 1252
2 12109 12044
2 5487 8875
2 5585 3116
2 13118 5978
2 8362 2657
2 9751 2776
2 8648 8016
2 11179 5537
2 6347 1251
2 8187 6193
2 14351 7384
2 1633 13635
2 5944 542
2 11281 14322
2 5397 3404
2 6952 1682
2 4233 3446
2 6808 7716
2 9211 918
2 13033 11664
2 2359 3110
2 1783 3207
2 8465 11810
2 10051 11109
2 1467 5162
2 10873 5579
2 9212 13058
2 8953 1750
2 810 8307
2 92 6601
2 3755 5046
2 3912 14023
2 782 781
2 1652 4344
2 6100 12008
2 10975 3036
2 7097 6444
2 11866 1718
2 12896 1121
2 7631 5033
2 10284 8894
2 12810 7915
2 13420 4305
2 11892 2366
2 3102 5671
2 8656 13418
2 8201 7009
2 2196 2803
2 4013 10429
2 10368 2800
2 4731 344
2 12082 1874
2 6717 4848
2 7061 12435
2 11704 13837
2 8550 13288
2 13212 12235
2 4268 11766
2 10397 8077
2 6118 13771
2 6055 934
2 11658 9651
2 167 1834
2 5729 8172
2 13821 2321
2 6202 2827
2 1161 8013
2 10723 6092
2 8177 7378
2 5347 1194
2 1989 1705
2 10491 8001
2 8937 13280
2 135 13978
2 10357 14344
2 12927 12060
2 12174 8011
2 5017 11170
2 13567 14313
2 14056 8933
2 5129 12359
2 3814 12006
2 12818 8337
2 4802 12033
2 4915 10058
2 472 5917
2 14318 13061
2 8261 9556
2 3356 11750
2 13158 13468
2 3215 7112
2 13776 3280
2 8273 10065
2 6339 13377
2 11334 986
2 2673 13995
2 9955 12155
2 7798 13871
2 7459 9271
2 5841 8733
2 10281 7610
2 12489 13174
2 5805 11731
2 602 2779
2 5735 866
2 7181 3046
2 3214 986
2 8105 11444
2 11698 4359
2 1539 10786
2 8703 4009
2 5395 13264
2 5630 14424
2 13139 7045
2 8330 14199
2 2882 10826
2 5997 10241
2 11653 10186
2 2300 9760
2 12576 13198
2 8983 542
2 14123 9952
2 10371 12679
2 14435 14097
2 8379 11875
2 3728 5057
2 8008 7433
2 3906 12930
2 12546 10543
2 12199 8756
2 7867 13229
2 8531 8782
2 10687 859
2 6434 13504
2 2765 10988
2 12178 2068
2 1921 291
2 2623 2730
2 11661 13950
2 4494 2722
2 6678 11217
2 3744 13726
2 5014 13105
2 7756 534
2 863 9195
2 39 13028
2 2223 6350
2 1903 12142
2 5924 12838
2 2624 13863
2 13088 12052
2 4487 5257
2 10999 7907
2 6551 6772
2 157 8495
2 8894 6608
2 11685 4631
2 3140 49
2 3056 7620
2 12138 8707
2 689 7358
2 2641 7118
2 10538 14571
2 667 923
2 7486 9962
2 3471 13994
2 13901 5221
2 10978 8741
2 6284 10716
2 13870 4888
2 6055 4837
2 11989 11128
2 9059 12989
2 12188 9284
2 5722 3345
2 11739 13438
2 4854 3541
2 12875 11425
2 5004 11775
2 13051 11992
2 6711 9316
2 3911 5684
2 8523 8448
2 9027 9453
2 4332 8942
2 7563 7568
2 12947 2853
2 12931 6496
2 11428 11395
2 8831 3592
2 7542 3974
2 10068 32
2 8936 9955
2 2907 10141
2 14498 5290
2 8801 3106
2 325 5132
2 2523 275
2 2788 10129
2 5540 78
2 5246 2425
2 3454 11152
2 13189 10867
2 7808 1536
2 2978 7397
2 8183 1288
2 5370 3767
2 9744 10688
2 12797 7961
2 4094 11262
2 4522 11994
2 9606 5987
2 7730 8488
2 2323 1170
2 836 12735
2 4477 4262
2 4195 14286
2 7749 5955
2 2242 13307
2 9915 5832
2 3702 6942
2 6198 4879
2 8918 13360
2 3890 740
2 12134 5245
2 5744 9849
2 11272 2761
2 3461 6927
2 9575 2653
2 9842 12133
2 4507 13258
2 14335 3727
2 6291 360
2 5260 876
2 10750 13786
2 12863 11933
2 2625 5628
2 680 8226
2 5634 5330
2 860 7958
2 4180 13973
2 6756 7678
2 4449 4581
2 2586 10532
2 13854 11456
2 8021 8199
2 3554 2874
2 7355 5190
2 11137 6992
2 9147 14585
2 12253 4884
2 14436 1362
2 7984 9534
2 11970 1514
2 8459 1847
2 1907 10096
2 5005 6095
2 11959 14349
2 14116 101
2 11982 11729
2 11985 722
2 12836 7403
2 5004 9116
2 13702 37
2 11763 2523
2 2103 10357
2 13134 7931
2 5909 9381
2 12541 13206
2 2031 197
2 11721 4895
2 787 8333
2 3110 1664
2 5633 8425
2 3287 1686
2 538 3561
2 11115 1772
2 6070 2488
2 5653 6220
2 11862 6871
2 14028 1449
2 9872 1417
2 1261 10585
2 12970 5951
2 10351 3045
2 3309 363
2 5756 3815
2 10971 7711
2 9528 4584
2 12802 12254
2 6093 14106
2 1821 1063
2 7761 14108
2 85 11213
2 2807 1163
2 8929 7970
2 10980 5691
2 5092 12310
2 928 1032
2 6590 14482
2 967 12977
2 10764 12252
2 10416 14497
2 3338 4930
2 5594 13811
2 14430 11244
2 813 6366
2 11501 9561
2 11299 493
2 5250 7126
2 5492 1477
2 5416 1595
2 9738 8823
2 13815 4833
2 5992 7562
2 12772 7836
2 5086 8609
2 4936 7691
2 12532 733
2 9166 1950
2 9881 12857
2 14502 10132
2 3961 2384
2 9436 7970
2 13648 2907
2 13227 6805
2 3344 14376
2 9585 9592
2 772 6108
2 882 3802
2 11986 8070
2 11934 3866
2 9622 13225
2 11784 14425
2 5376 4475
2 12325 10852
2 7951 1325
2 2613 5852
2 11917 575
2 12668 9846
2 10040 8833
2 4580 7172
2 611 2628
2 10794 83
2 4022 1621
2 5504 7872
2 1925 3887
2 3037 10945
2 11028 816
2 1380 9145
2 5183 2095
2 5242 14096
2 5848 14427
2 7935 7387
2 4943 11184
2 1418 3723
2 13576 12886
2 9671 1263
2 8601 563
2 645 3138
2 11642 11803
2 5751 11676
2 6990 13216
2 1774 11933
2 6472 1124
2 9074 8149
2 7604 7681
2 2327 4605
2 7962 9604
2 14412 1473
2 1302 11716
2 12111 10907
2 12149 2168
2 427 5972
2 4305 11748
2 9357 820
2 3201 5376
2 11908 6222
2 14374 10645
2 12728 9819
2 13103 2367
2 1903 402
2 13321 4802
2 10462 8084
2 5345 4769
2 3572 12770
2 3604 11580
2 6033 14204
2 1445 2317
2 4610 4290
2 10886 7023
2 2527 10158
2 3942 11277
2 1448 12661
2 387 10640
2 2162 10532
2 867 10273
2 1977 11364
2 14465 7400
2 2711 11620
2 8512 11147
2 1003 139
2 4825 4307
2 9701 2761
2 5622 12374
2 2914 11200
2 779 10930
2 11959 4730
2 13659 10541
2 11331 6599
2 2048 5098
2 3097 4479
2 5265 4854
2 5065 754
2 292 2148
2 4871 12171
2 5608 2291
2 10009 11155
2 9754 13405
2 11198 10053
2 12162 10317
2 6181 4581
2 12091 1156
2 1880 9085
2 1915 9328
2 4123 10693
2 9825 10015
2 9621 6524
2 2409 13816
2 5228 3775
2 14455 9781
2 13155 8369
2 5369 887
2 3636 6097
2 14120 8310
2 4003 3552
2 12103 10757
2 1598 2368
2 3031 9052
2 6284 3008
2 5821 3576
2 5088 8648
2 8821 1507
2 3400 9783
2 12625 1728
2 8475 3676
2 9401 7000
2 8777 5076
2 10569 21
2 13001 4576
2 10101 5205
2 14556 6859
2 10919 11164
2 6193 9330
2 11012 5512
2 12491 8259
2 4419 9268
2 6758 7021
2 7034 2079
2 53 3845
2 2028 2179
2 1107 11629
2 263 11391
2 11592 10692
2 8449 6702
2 5939 8002
2 9883 10830
2 8602 5933
2 12318 11305
2 7960 11509
2 10570 7600
2 2096 2074
2 5277 10879
2 10678 12778
2 3469 7455
2 3220 10273
2 9440 9190
2 1374 10276
2 170 12105
2 11716 959
2 7687 4146
2 8473 2748
2 10709 7272
2 3597 8181
2 3915 358
2 1093 13182
2 7806 1878
2 3404 13096
2 6087 10910
2 1681 11967
2 6685 5925
2 7261 6417
2 334 6097
2 5514 5773
2 4887 5570
2 4179 12506
2 4406 9376
2 4203 2800
2 12360 2200
2 13333 14104
2 12716 855
2 1237 6783
2 3071 1004
2 14248 10777
2 7190 3879
2 8082 11825
2 807 13646
2 10543 5249
2 1807 4106
2 9499 4348
2 13890 11765
2 11645 1872
2 10144 7135
2 9747 10178
2 3549 5136
2 7718 10143
2 5573 556
2 12779 5701
2 3826 4247
2 8598 10188
2 2484 5238
2 11905 8202
2 404 4715
2 7159 8510
2 10034 10248
2 7194 7263
2 4257 12803
2 12867 11111
2 8912 3554
2 4859 13087
2 2874 1985
2 13491 14022
2 6209 12196
2 13141 12083
2 4324 10769
2 6105 7434
2 6400 4576
2 2936 2461
2 13587 8986
2 12886 13328
2 11365 12891
2 1292 1793
2 1977 6468
2 7889 14016
2 31 1382
2 12700 11563
2 1550 2201
2 1537 10789
2 12901 430
2 2915 4282
2 3116 2186
2 2442 12779
2 9645 4494
2 3135 6758
2 825 10601
2 96 13458
2 1541 12409
2 7202 14174
2 13487 4086
2 4053 759
2 12229 2928
2 2812 3496
2 3898 180
2 3580 13986
2 824 12918
2 11869 5982
2 6770 10710
2 11280 11482
2 1048 10375
2 12071 6070
2 13652 1210
2 617 12213
2 324 3817
2 3325 5408
2 10695 14202
2 5502 7580
2 6581 11289
2 24 13799
2 6163 6323
2 278 423
2 11431 2673
2 9268 4096
2 9624 5878
2 4610 6180
2 8976 12333
2 14305 10762
2 2999 12535
2 9959 1663
2 1653 4964
2 2483 5952
2 5121 13258
2 5080 2276
2 4738 432
2 2464 4055
2 11397 5792
2 3092 10031
2 3434 9792
2 13914 12462
2 12291 959
2 5064 9163
2 5817 7839
2 8293 1317
2 4293 11617
2 932 14073
2 12546 12529
2 8181 6060
2 1538 10524
2 354 11521
2 5977 5578
2 4744 10436
2 6571 6713
2 11332 8868
2 6389 5101
2 910 1145
2 6266 4932
2 5865 3634
2 14380 13476
2 10232 9312
2 14197 1911
2 140 11226
2 4359 8198
2 2345 6924
2 8018 2463
2 8210 5149
2 5778 9518
2 7444 7357
2 6476 2032
2 6888 9990
2 1152 2599
2 3265 12878
2 74 7748
2 14485 1620
2 2368 3852
2 9342 12701
2 13378 9372
2 7048 3792
2 14581 2605
2 10684 2391
2 98 9638
2 13025 9532
2 5838 11984
2 11895 4048
2 3784 10674
2 1730 9609
2 7007 8891
2 8169 820
2 7801 8697
2 3545 2326
2 11912 9614
2 2273 7141
2 1894 8367
2 7883 2682
2 12759 1568
2 13859 5836
2 13058 2753
2 3181 389
2 13390 7930
2 8763 12357
2 13712 714
2 8090 4516
2 2429 12271
2 14539 12543
2 6560 2480
2 11587 11520
2 14101 10607
2 554 2067
2 764 13769
2 1393 9619
2 6275 5902
2 4509 11470
2 1588 147
2 10323 6292
2 8817 7751
2 8468 13133
2 2870 12052
2 7269 11006
2 13301 7156
2 7002 13421
2 8199 4698
2 14395 5446
2 8236 8737
2 10142 7802
2 7304 1757
2 4925 13043
2 1907 12290
2 8257 1225
2 591 2189
2 4553 2688
2 2837 6217
2 3472 9392
2 11935 4334
2 10459 12945
2 915 12744
2 13462 775
2 2193 6423
2 14350 5179
2 2938 14163
2 3105 2556
2 9065 5640
2 9028 6254
2 11868 9951
2 7334 1844
2 8569 6196
2 1525 5262
2 12866 5729
2 3986 6964
2 4150 7872
2 3450 9081
2 3768 1266
2 3673 2781
2 12527 919
2 1806 1856
2 8321 2553
2 4129 8522
2 13745 12994
2 5690 11887
2 619 3156
2 14075 11637
2 12057 5700
2 2590 11271
2 3662 7479
2 10012 6651
2 2875 3243
2 10108 9095
2 12163 11238
2 10483 4723
2 13152 118
2 6531 12035
2 4937 7212
2 12030 8109
2 9201 10690
2 2772 12011
2 998 567
2 2561 13015
2 5779 4178
2 12349 1636
2 4171 1169
2 12803 1003
2 8813 8956
2 9404 6982
2 3878 5262
2 954 1471
2 1480 4970
2 6800 10005
2 7606 4229
2 9538 10359
2 14422 10698
2 7786 13386
2 13225 7729
2 6365 14014
2 2630 7732
2 9536 14136
2 6757 640
2 6817 4080
2 9329 6332
2 4798 501
2 4196 10224
2 351 3415
2 10115 8767
2 11423 532
2 2224 1488
2 11432 9238
2 7306 8108
2 13926 9935
2 683 5189
2 8133 7492
2 13356 12568
2 4868 1181
2 9113 9948
2 1582 12940
2 2413 11245
2 11837 1407
2 5493 8586
2 10352 11480
2 10028 12888
2 14021 6391
2 8234 11294
2 10146 4785
2 8769 10433
2 9711 7086
2 12831 6831
2 7574 10274
2 11907 12508
2 14201 10360
2 11381 1195
2 3114 9741
2 917 2706
2 3988 3460
2 8500 10431
2 1066 2632
2 4117 1081
2 8271 9009
2 11377 2499
2 7272 5573
2 13628 3510
2 4452 4403
2 3330 3029
2 5192 13334
2 8088 10094
2 8209 5450
2 10991 7955
2 788 13977
2 13030 4260
2 3383 121
2 6312 7036
2 12750 2331
2 11289 14023
2 5671 5107
2 8446 1493
2 4362 9541
2 5680 2083
2 6569 9862
2 12289 6738
2 10474 699
2 13102 7992
2 7291 8602
2 10029 14000
2 11448 10306
2 2495 6179
2 736 1894
2 3489 7666
2 6047 14554
2 2594 14519
2 12967 14245
2 1644 1856
2 189 10517
2 9255 11930
2 3131 9381
2 3628 8593
2 2483 12746
2 10972 8075
2 12515 5593
2 11505 12439
2 5761 12647
2 11560 8118
2 4061 9558
2 5896 10341
2 12855 8799
2 8211 12650
2 2459 10914
2 6664 4695
2 13300 10483
2 1720 2838
2 6464 6445
2 9241 5996
2 11855 2169
2 3452 12575
2 11871 10001
2 7464 12727
2 13179 2988
2 1806 15
2 9386 10553
2 7928 1825
2 8765 11089
2 3483 7074
2 9970 4735
2 6104 14092
2 2269 7754
2 7858 9555
2 12742 4333
2 14296 4656
2 6469 14146
2 9776 2946
2 9469 9399
2 6287 6070
2 12394 3090
2 1683 14076
2 11951 9743
2 2996 7500
2 2783 6911
2 917 2742
2 11760 8159
2 1642 12672
2 11977 2624
2 6084 11316
2 3707 6433
2 1104 10805
2 14089 334
2 1098 1870
2 13884 13163
2 871 4928
2 4561 12444
2 2064 11534
2 7167 7465
2 2708 8215
2 6331 8780
2 2230 12294
2 4601 4897
2 7602 839
2 13081 1206
2 13334 12091
2 9203 4274
2 4441 11402
2 10029 11293
2 5581 8562
2 9092 6774
2 3167 2980
2 8885 6296
2 569 1908
2 10984 14080
2 7645 1589
2 6628 3850
2 5411 2947
2 12659 1947
2 7020 14194
2 372 1174
2 13176 4356
2 12694 7858
2 4749 7643
2 5091 12476
2 12666 4809
2 9190 8247
2 485 5362
2 2017 7437
2 13984 4355
2 386 3231
2 13481 11891
2 6000 3652
2 7351 5127
2 13244 5182
2 1034 6892
2 11985 7102
2 2146 9012
2 1426 13705
2 3573 8490
2 8176 5069
2 3375 973
2 826 4322
2 9367 10741
2 12375 1524
2 1638 9924
2 904 10209
2 10890 4693
2 14009 11288
2 4754 12868
2 11303 5670
2 13725 3241
2 1156 4772
2 8742 4716
2 8023 13107
2 310 7597
2 6220 4905
2 1268 1387
2 13489 3955
2 4800 4760
2 7363 5875
2 5673 6438
2 9246 8885
2 4116 9941
2 2984 1625
2 9719 9897
2 4791 11127
2 78 8004
2 5914 9179
2 12560 14308
2 2805 3780
2 13850 3038
2 1105 5464
2 4690 10913
2 10715 9964
2 3631 3346
2 7019 8286
2 2816 6089
2 2154 14480
2 86 9702
2 11899 6938
2 3969 3265
2 407 2486
2 3844 5356
2 4763 7903
2 4350 12256
2 8802 12600
2 8493 12732
2 238 5820
2 6301 6539
2 594 9916
2 3301 9415
2 10694 10278
2 2241 14576
2 3808 6174
2 9257 337
2 3574 1829
2 11864 5390
2 1778 10564
2 4034 13829
2 12003 12372
2 4935 3339
2 7759 8575
2 8386 1052
2 9695 5014
2 162 5207
2 11665 8251
2 6333 5529
2 370 9783
2 14356 3113
2 9712 10528
2 844 9921
2 3763 8667
2 7551 267
2 13156 6011
2 3921 2379
2 6406 5904
2 13595 6397
2 8904 7372
2 10837 12141
2 12058 13602
2 13013 2615
2 5251 7218
2 216 4542
2 6043 5602
2 4095 5702
2 6442 9702
2 5406 11751
2 8313 12802
2 6265 4982
2 1176 11239
2 2149 12097
2 11969 10523
2 7011 8695
2 6998 12690
2 9578 9435
2 14395 13590
2 10512 3893
2 3556 1187
2 1993 13172
2 9503 7680
2 4920 2752
2 6307 1355
2 8747 1461
2 6500 6227
2 304 13254
2 2691 11522
2 4447 1862
2 14117 6882
2 7866 10894
2 8136 1763
2 1169 4678
2 7494 11106
2 9892 11256
2 839 1238
2 10699 1828
2 12987 5557
2 9525 11474
2 1143 11534
2 12259 13392
2 8510 11729
2 1329 5407
2 7254 14043
2 1313 6412
2 10612 10343
2 8290 11712
2 3790 10829
2 2574 8380
2 1659 10561
2 7385 4067
2 3437 1186
2 5619 7404
2 2886 8056
2 11386 2336
2 4794 4400
2 10165 6520
2 2803 2578
2 5867 11694
2 5999 10172
2 11337 11427
2 1517 4052
2 10191 13473
2 5107 3277
2 2898 488
2 10258 3167
2 11496 7856
2 10539 9811
2 12967 10037
2 7853 13271
2 11888 14400
2 4328 6464
2 6478 12510
2 13865 12273
2 5555 12324
2 3834 12598
2 4659 978
2 6282 2092
2 12846 11014
2 13427 9831
2 4572 8916
2 7556 13289
2 14350 5350
2 11521 5081
2 14076 13033
2 9586 11240
2 6844 1540
2 6507 8744
2 9578 8987
2 10932 3194
2 13129 4237
2 11478 2767
2 4979 3012
2 3627 2122
2 6548 4005
2 9901 2852
2 1522 6072
2 3741 11719
2 3661 11172
2 11607 6741
2 10592 13080
2 11968 3898
2 11723 7235
2 3161 2286
2 12808 12030
2 5990 8832
2 8536 13367
2 2090 3096
2 13224 12090
2 8486 10990
2 11254 487
2 1155 1833
2 7074 7589
2 899 4487
2 2180 11644
2 12485 7388
2 9720 10506
2 9993 7098
2 3902 11279
2 1240 2409
2 7703 11898
2 1111 12685
2 11823 10639
2 908 4870
2 12264 13521
2 2898 10387
2 8816 8122
2 10820 631
2 4627 4382
2 10232 949
2 6735 10132
2 6691 11396
2 9107 1218
2 2771 3489
2 9452 9397
2 6603 10877
2 10055 4962
2 7996 3601
2 1483 8729
2 8275 7345
2 5103 6099
2 296 2174
2 10630 10255
2 5991 6176
2 3094 12614
2 9979 3111
2 11186 410
2 4626 7153
2 4746 7685
2 11815 9188
2 8932 3048
2 13191 10921
2 3812 11848
2 2328 7684
2 14117 4217
2 4035 3981
2 1158 10383
2 10586 9838
2 10950 5915
2 12747 8566
2 9755 8442
2 13634 3381
2 10863 346
2 5922 6492
2 7221 11369
2 8090 655
2 5220 12900
2 7743 6458
2 12756 3459
2 2465 13366
2 3925 5369
2 4093 13794
2 9462 10753
2 6643 7105
2 12564 2037
2 4155 9666
2 1974 9251
2 9643 7281
2 2445 6910
2 4645 10305
2 3441 1259
2 4341 7244
2 2427 10802
2 9291 5937
2 9421 1659
2 1654 3330
2 9486 12525
2 6904 11683
2 5942 9932
2 318 13042
2 11115 1863
2 11333 2308
2 6096 22
2 6944 6240
2 638 10465
2 1666 3684
2 8266 8824
2 4042 4540
2 9480 10289
2 9548 7415
2 9165 8601
2 3443 9110
2 10585 13373
2 11695 8487
2 8238 13361
2 2811 5436
2 2726 9075
2 9197 7661
2 1794 5444
2 434 7158
2 14580 4923
2 14182 6027
2 12673 1200
2 12303 1622
2 5714 7097
2 8324 14522
2 10041 11517
2 4157 2877
2 1186 12829
2 1813 4077
2 2991 1947
2 12523 13509
2 13275 12232
